player_name,archetype,data_origin,pes_public_base_ovr,ef_public_base_ovr,pes_screenshot_ovr,pes_screenshot_position,pes_age,pes_height_cm,pes_weight_kg,pes_offensive_awareness,pes_finishing,pes_kicking_power,pes_weak_foot_usage,pes_weak_foot_accuracy,pes_ball_control,pes_dribbling,pes_tight_possession,pes_balance,pes_low_pass,pes_lofted_pass,pes_place_kicking,pes_curl,pes_heading,pes_jump,pes_defensive_awareness,pes_ball_winning,pes_aggression,pes_speed,pes_acceleration,pes_physical_contact,pes_stamina,pes_form,pes_injury_resistance,pes_gk_awareness,pes_gk_catching,pes_gk_clearing,pes_gk_reflexes,pes_gk_reach,ef_screenshot_ovr,ef_screenshot_position,ef_playing_style,ef_booster_1,ef_booster_2,ef_age,ef_height_cm,ef_weight_kg,ef_foot,ef_condition,ef_offensive_awareness,ef_ball_control,ef_dribbling,ef_tight_possession,ef_low_pass,ef_lofted_pass,ef_finishing,ef_heading,ef_place_kicking,ef_curl,ef_defensive_awareness,ef_defensive_engagement,ef_tackling,ef_aggression,ef_goalkeeping,ef_gk_catching,ef_gk_parrying,ef_gk_reflexes,ef_gk_reach,ef_speed,ef_acceleration,ef_kicking_power,ef_jump,ef_physical,ef_balance,ef_stamina
Bernardo Silva,Creative Playmaker RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,102,96,RWF,26,173,64,90,87,82,1,2,99,99,97,98,89,91,77,87,67,73,68,72,74,83,89,71,94,6,2,40,40,40,40,40,102,RMF,Creative Playmaker,,,31,173,64,Left,C,74,84,84,86,82,78,70,53,61,72,54,60,61,68,40,40,40,40,40,70,77,70,55,57,84,77
Bertrand Traoré,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,89,97,89,RWF,25,181,73,82,81,82,1,1,89,88,90,78,81,79,80,84,75,80,58,56,67,90,90,75,81,3,2,40,40,40,40,40,97,RWF,Prolific Winger,,,30,181,73,Left,C,71,74,75,68,67,68,70,60,66,72,43,52,45,56,40,40,40,40,40,78,80,71,67,66,67,68
Brais Méndez,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,96,88,RWF,22,187,76,86,86,81,1,2,90,88,89,73,84,79,82,83,66,72,58,67,63,85,82,78,87,4,1,40,40,40,40,40,96,RMF,Prolific Winger,,,28,187,76,Left,A,75,80,77,73,77,84,73,64,70,77,57,66,60,53,40,40,40,40,40,68,69,72,64,63,63,72
Carles Perez,Roaming Flank RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,97,88,RWF,22,173,75,82,79,86,2,2,88,89,87,86,84,79,78,83,66,71,56,53,69,88,89,74,84,5,2,40,40,40,40,40,97,RMF,Roaming Flank,,,27,173,75,Left,C,73,77,78,76,70,68,70,55,62,73,51,55,51,59,40,40,40,40,40,78,81,74,53,60,77,68
Cengiz Under,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,97,96,RWF,22,173,66,87,88,92,3,3,96,93,89,91,84,87,84,92,73,72,57,62,87,97,98,75,86,5,2,40,40,40,40,40,97,RWF,Prolific Winger,,,28,173,66,Left,D,69,76,77,75,67,73,67,54,64,75,43,60,46,49,40,40,40,40,40,80,83,81,56,60,73,68
David Neres,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,98,92,RWF,23,176,66,84,86,84,2,3,90,93,95,91,84,85,69,74,68,75,64,62,70,92,94,73,84,4,1,40,40,40,40,40,98,RWF,Prolific Winger,,,28,176,66,Left,C,73,79,81,78,74,74,71,51,60,74,47,56,51,56,40,40,40,40,40,79,79,72,61,60,78,69
Dejan Kulusevski,Roaming Flank RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,97,100,97,RWF,20,186,77,89,89,92,2,2,93,94,90,91,90,87,85,91,74,77,62,64,70,99,92,87,93,6,3,40,40,40,40,40,100,RWF,Roaming Flank,,,25,186,79,Left,C,70,77,81,79,73,74,71,60,62,78,54,61,54,66,40,40,40,40,40,79,77,73,60,72,70,77
Dejan Kulusevski,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,94,88,RWF,20,186,,79,82,78,1,3,87,87,87,82,83,79,67,83,64,64,54,58,71,89,82,77,82,1,2,40,40,40,40,40,94,AMF,Hole Player,,,25,186,79,Left,B,79,87,89,87,84,79,81,64,67,83,58,66,58,71,40,40,40,40,40,81,82,78,64,77,78,82
Diogo Costa,Offensive Goalkeeper RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,29,172,,40,57,77,1,1,55,73,45,52,69,67,55,46,44,69,94,47,45,84,58,89,59,1,1,89,84,85,91,88,94,GK,Offensive Goalkeeper,,,26,186,80,Right,B,40,55,41,45,62,67,40,44,55,46,49,60,47,45,89,84,85,91,88,56,58,77,69,66,52,59
Domenico Berardi,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,98,94,RWF,26,183,72,90,90,92,2,3,93,91,90,87,94,86,88,90,71,75,58,52,73,89,89,76,85,5,1,40,40,40,40,40,98,RWF,Prolific Winger,,,31,183,72,Left,C,76,76,78,73,75,77,74,60,72,77,44,52,43,61,40,40,40,40,40,75,77,74,60,64,73,72
Emiliano Rigoni,Cross Specialist RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,76,88,RWF,26,180,71,78,78,88,4,4,86,82,83,89,81,85,84,88,65,68,58,56,61,90,92,74,83,5,2,40,40,40,40,40,76,RWF,Cross Specialist,,,32,180,71,Right,B,67,71,70,68,64,70,69,56,67,70,45,50,48,51,40,40,40,40,40,73,72,71,55,57,69,63
Ezequiel Cerutti,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,85,89,85,RWF,27,169,69,77,74,83,3,3,84,87,87,90,75,81,70,81,68,74,56,57,55,88,90,70,84,3,2,40,40,40,40,40,89,RWF,Prolific Winger,,,33,169,69,Right,C,67,69,69,70,64,72,64,59,66,69,53,53,50,65,40,40,40,40,40,71,74,66,61,60,69,64
F. Bernardeschi,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,RWF,26,183,,80,79,86,1,1,85,91,82,79,85,84,82,83,62,63,63,60,70,88,83,70,80,1,1,40,40,40,40,40,93,RMF,Hole Player,,,31,185,77,Left,B,80,85,90,82,80,84,75,62,82,83,63,67,60,70,40,40,40,40,40,84,83,86,63,70,77,80
Federico Bernardeschi,Hole Player RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,97,94,RWF,26,183,75,84,84,85,2,2,89,95,90,84,90,88,91,89,76,81,68,66,78,92,92,83,89,4,2,40,40,40,40,40,97,RMF,Hole Player,,,31,185,77,Left,B,80,85,90,82,80,84,75,62,82,83,63,67,60,70,40,40,40,40,40,84,83,86,63,70,77,80
Federico Chiesa,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,23,180,,85,81,84,3,2,83,88,79,76,81,73,61,73,66,65,58,54,63,89,93,68,81,2,0,40,40,40,40,40,94,CF,Goal Poacher,,,28,175,70,Right,B,85,83,89,79,75,73,87,66,61,73,53,74,54,63,40,40,40,40,40,83,93,84,65,68,80,81
Felix Torres,The Destroyer RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,90,90,RWF,20,184,,57,79,72,1,1,69,93,62,73,82,69,58,59,82,86,59,86,83,91,69,86,83,1,1,40,40,40,40,40,90,CB,The Destroyer,,,28,187,78,Right,A,57,69,62,62,69,69,54,82,58,59,84,82,86,83,40,40,40,40,40,72,69,72,86,86,66,83
Ferran Torres,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,RWF,20,184,,87,79,84,2,2,83,93,82,73,82,78,75,76,69,70,59,55,55,91,91,70,80,1,1,40,40,40,40,40,95,CF,Goal Poacher,,,25,184,77,Right,B,87,83,86,82,75,78,85,69,75,76,48,57,55,55,40,40,40,40,40,87,91,84,70,70,82,80
Florian Thauvin,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,98,91,RWF,27,179,70,85,85,84,2,2,89,89,88,89,85,83,83,86,79,75,55,55,65,87,89,75,84,6,1,40,40,40,40,40,98,RWF,Prolific Winger,,,32,181,70,Left,C,74,77,77,74,69,75,69,61,71,74,52,57,58,60,40,40,40,40,40,73,76,74,61,64,77,69
Gareth Bale,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,105,96,RWF,31,185,82,89,89,96,2,3,88,96,89,74,87,93,94,94,88,91,58,62,63,99,90,85,83,5,1,40,40,40,40,40,105,RWF,Prolific Winger,,,28,185,82,Left,B,71,81,85,80,70,68,82,68,77,79,49,50,50,53,40,40,40,40,40,83,82,81,75,80,77,75
Guilherme,Roaming Flank RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,86,96,86,RWF,28,174,70,78,77,80,3,3,86,83,88,83,89,80,75,83,67,76,58,63,81,83,82,68,82,6,3,40,40,40,40,40,96,LWF,Roaming Flank,,,30,178,65,Left,A,70,73,76,69,69,68,69,61,66,67,55,62,52,62,40,40,40,40,40,78,76,71,65,60,66,69
Hakim Ziyech,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,92,91,RWF,27,181,,80,80,83,1,1,86,87,82,74,87,90,81,90,57,60,67,47,72,83,84,64,81,1,2,40,40,40,40,40,92,RWF,Creative Playmaker,,,32,181,65,Left,B,80,86,84,82,85,90,75,57,81,90,47,57,47,72,40,40,40,40,40,80,84,83,60,64,75,81
Inaki Williams,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,25,186,,85,55,80,2,1,78,88,72,74,87,69,59,67,69,81,89,54,66,80,93,95,84,1,2,40,40,40,40,40,94,RWF,Prolific Winger,,,31,186,79,Right,B,85,78,86,72,70,69,80,69,59,67,52,68,54,66,40,40,40,40,40,96,93,80,81,80,74,84
Ismaila Sarr,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,92,88,RWF,21,185,,80,56,83,1,2,85,82,79,79,75,69,60,72,75,72,88,49,61,78,91,95,79,1,1,40,40,40,40,40,92,AMF,Hole Player,,,27,185,76,Right,D,80,85,84,79,81,69,83,75,60,72,51,61,49,61,40,40,40,40,40,90,91,83,72,74,79,79
Jadon Sancho,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,RWF,20,180,,79,81,83,0,1,87,97,85,66,90,74,67,80,58,61,55,55,61,94,89,65,84,0,1,40,40,40,40,40,94,LWF,Prolific Winger,,,25,180,76,Right,B,79,87,88,85,77,74,80,58,67,80,55,60,55,61,40,40,40,40,40,87,89,83,61,65,85,84
José Callejón,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,93,96,93,RWF,32,178,73,92,86,87,2,2,91,88,87,82,87,81,77,80,70,82,73,66,64,95,89,68,97,6,3,40,40,40,40,40,96,RWF,Prolific Winger,,,38,178,73,Right,C,74,78,73,72,74,74,72,63,67,73,57,69,53,61,40,40,40,40,40,77,75,72,63,60,72,76
Kingsley Coman,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,RWF,24,180,,78,82,80,2,2,86,92,83,68,79,69,63,79,60,78,59,74,79,96,90,68,80,1,0,40,40,40,40,40,94,LWF,Prolific Winger,,,29,179,75,Right,B,78,86,88,83,70,69,79,60,63,79,58,72,74,79,40,40,40,40,40,90,90,80,78,68,88,80
Lionel Messi,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",97,97,97,RWF,33,170,,85,97,79,0,2,94,99,97,72,92,84,89,91,57,55,47,51,55,83,84,57,73,2,1,40,40,40,40,40,97,RWF,Creative Playmaker,,,38,170,72,Left,C,85,94,94,97,91,84,92,57,89,91,48,53,51,55,40,40,40,40,40,70,84,79,55,57,93,73
Luís Figo,Hole Player RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,93,104,93,RWF,28,180,75,90,82,88,2,3,94,97,91,82,88,89,94,90,64,71,63,52,65,80,88,80,89,6,2,40,40,40,40,40,104,RMF,Hole Player,,,32,180,75,Right,B,75,81,83,82,82,78,75,53,78,83,51,57,50,57,40,40,40,40,40,77,79,79,60,71,76,74
Luis Figo,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,88,90,RWF,33,180,,73,84,80,1,2,83,93,86,78,85,84,90,88,61,62,59,51,57,76,82,71,79,2,1,40,40,40,40,40,88,RWF,Prolific Winger,,,28,180,75,Right,C,73,83,88,86,80,84,75,61,90,88,55,61,51,57,40,40,40,40,40,74,82,80,62,71,73,79
Malcom,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,99,96,RWF,22,172,74,84,88,91,2,2,93,93,92,97,91,90,93,92,69,73,60,57,80,92,95,80,87,5,2,40,40,40,40,40,99,RWF,Prolific Winger,,,28,171,65,Left,C,70,77,79,76,75,71,73,61,72,76,43,52,47,61,40,40,40,40,40,80,82,77,61,60,80,75
Matteo Politano,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,99,94,RWF,27,171,67,89,87,88,3,3,92,94,90,91,87,87,85,85,69,75,56,66,76,91,92,69,87,6,2,40,40,40,40,40,99,RWF,Prolific Winger,,,32,171,67,Left,B,74,77,78,73,71,76,74,57,70,74,50,56,51,61,40,40,40,40,40,77,81,74,57,63,77,73
Mohamed Salah,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,98,104,98,RWF,28,175,71,96,92,85,2,2,97,94,99,97,87,85,82,90,67,73,57,58,69,99,94,76,91,7,2,40,40,40,40,40,104,RWF,Prolific Winger,,,33,175,71,Left,E,77,80,80,81,75,75,81,55,63,81,41,46,44,55,40,40,40,40,40,81,83,78,57,73,82,74
Mohamed Salah,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,97,94,RWF,28,175,,90,89,76,1,1,91,91,85,73,84,76,68,81,61,61,54,48,61,96,91,72,84,2,1,40,40,40,40,40,97,CF,Goal Poacher,,,33,175,71,Left,B,90,91,85,85,76,76,91,61,68,81,45,58,48,61,40,40,40,40,40,90,91,76,61,72,90,84
Nicolas Pépé,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,96,96,RWF,24,183,73,90,94,88,2,2,93,97,97,90,85,79,80,86,71,82,59,60,62,98,98,75,90,6,3,40,40,40,40,40,96,RWF,Prolific Winger,,,30,183,73,Left,C,69,74,77,68,64,70,73,51,74,72,42,50,45,47,40,40,40,40,40,83,81,73,60,63,73,69
Pablo Sarabia,Creative Playmaker RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,96,96,RWF,28,174,70,87,88,83,1,2,92,96,89,94,90,88,85,85,68,73,73,70,77,91,96,78,89,6,1,40,40,40,40,40,96,RWF,Creative Playmaker,,,33,174,70,Left,C,74,78,77,82,75,73,72,61,71,76,58,62,57,60,40,40,40,40,40,71,73,70,58,60,75,69
Pablo Sarabia,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,RWF,28,174,,80,84,75,2,1,86,92,84,75,86,82,76,81,66,62,70,61,64,87,82,65,74,1,1,40,40,40,40,40,93,RWF,Prolific Winger,,,33,174,70,Left,B,80,86,89,84,80,82,83,66,76,81,62,67,61,64,40,40,40,40,40,81,82,75,62,65,83,74
Pedrinho,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,94,92,RWF,21,170,65,84,82,83,1,2,92,96,95,91,86,85,81,80,70,76,62,64,60,88,93,71,80,5,2,40,40,40,40,40,94,LWF,Prolific Winger,,,29,173,67,Left,C,68,71,75,73,65,61,72,55,63,66,49,58,55,53,40,40,40,40,40,80,82,69,64,58,66,75
Rachid Ghezzal,Roaming Flank RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,86,95,86,RWF,28,182,65,80,74,82,2,2,85,88,84,84,82,79,79,83,66,75,62,64,71,83,84,74,82,4,2,40,40,40,40,40,95,RWF,Roaming Flank,,,33,182,65,Left,D,71,80,84,78,77,74,70,58,75,78,56,57,57,62,40,40,40,40,40,68,75,74,63,60,74,65
Raphinha,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,90,103,90,RWF,24,176,68,82,79,86,2,2,87,88,90,86,82,81,80,84,67,73,56,58,77,93,93,72,87,5,2,40,40,40,40,40,103,LWF,Prolific Winger,,,29,176,68,Left,B,82,83,92,75,83,80,84,75,71,88,49,69,46,74,40,40,40,40,40,92,97,92,72,83,71,80
Raphinha,Hole Player RWF,paired from user-provided screenshots; public URLs found via web,81,88,90,RWF,24,176,68,82,79,86,2,2,87,88,90,86,82,81,80,84,67,73,56,58,77,93,93,72,87,5,2,40,40,40,40,40,104.77,LMF,Hole Player,Off the Ball +2,Off the Ball +1,29,176,68,Left,D,88,90,92,90,88,82,85,60,80,82,52,73,54,73,41,41,41,41,41,99,95,93,63,75,81,94
Riccardo Orsolini,Hole Player RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,99,96,RWF,22,183,73,91,83,88,3,2,90,94,93,92,88,86,78,77,82,81,62,62,62,98,97,77,90,4,2,40,40,40,40,40,99,RMF,Hole Player,,,28,183,83,Left,C,79,87,87,86,75,78,82,68,75,78,59,64,61,68,40,40,40,40,40,88,87,87,72,83,85,81
Riyad Mahrez,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,101,92,RWF,29,179,67,84,84,84,1,3,93,95,94,91,87,86,83,88,63,67,58,56,65,88,92,69,81,8,3,40,40,40,40,40,101,RWF,Prolific Winger,,,34,179,67,Left,C,74,82,81,81,75,80,72,48,67,84,41,47,43,43,40,40,40,40,40,77,79,75,49,69,78,70
Romain Del Castillo,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,86,97,86,RWF,24,172,65,80,77,79,2,2,83,86,89,89,83,80,76,81,70,77,56,59,74,85,87,71,83,5,3,40,40,40,40,40,97,RWF,Prolific Winger,,,29,172,65,Left,C,80,80,86,82,80,80,83,67,70,77,56,65,61,68,40,40,40,40,40,88,89,78,71,66,81,75
Samu Castillejo,Roaming Flank RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,93,88,93,RWF,25,182,67,84,81,85,1,1,91,93,89,87,88,88,86,89,76,79,67,65,74,95,96,74,85,5,2,40,40,40,40,40,88,RWF,Roaming Flank,,,30,182,67,Left,C,65,70,73,65,69,71,61,53,64,67,50,52,50,54,40,40,40,40,40,70,73,69,52,56,71,65
Samuel Chukwueze,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,RWF,20,172,,79,57,80,0,0,84,79,83,82,72,78,61,73,62,67,96,52,56,77,97,91,75,1,2,40,40,40,40,40,93,RMF,Hole Player,,,26,172,70,Left,B,79,84,91,83,71,78,80,62,61,73,50,55,52,56,40,40,40,40,40,93,97,80,67,65,82,75
Serge Gnabry,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,RWF,25,176,,82,83,85,2,3,86,92,86,79,85,78,76,83,64,63,53,57,62,90,87,66,84,0,0,40,40,40,40,40,94,AMF,Creative Playmaker,,,30,176,77,Right,A,82,86,88,86,81,78,80,64,76,83,55,62,57,62,40,40,40,40,40,84,87,85,63,66,84,84
Steven Berghuis,Creative Playmaker RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,98,95,RWF,29,182,72,89,90,93,2,2,93,94,94,87,89,89,89,93,74,80,61,66,76,88,90,82,81,5,2,40,40,40,40,40,98,RWF,Creative Playmaker,,,34,182,75,Left,C,73,78,75,71,75,80,65,59,73,78,54,60,58,65,40,40,40,40,40,74,76,76,64,66,73,74
Steven Berghuis,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,RWF,29,182,,80,86,79,0,1,82,90,82,79,85,88,79,83,65,68,58,62,65,84,83,69,81,2,2,40,40,40,40,40,93,RMF,Hole Player,,,34,182,75,Left,B,80,82,83,82,82,88,79,65,79,83,55,63,62,65,40,40,40,40,40,82,83,79,68,69,76,81
Suso,Creative Playmaker RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,90,94,RWF,26,176,70,88,82,88,2,2,96,94,95,90,94,91,93,93,69,71,62,60,62,87,89,73,88,6,2,40,40,40,40,40,90,RWF,Creative Playmaker,,,32,176,70,Left,C,67,77,77,79,72,77,63,49,69,77,46,53,45,50,40,40,40,40,40,67,69,72,53,53,73,60
Victor Tsygankov,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,99,91,RWF,22,177,69,83,81,84,2,3,88,91,92,87,86,78,82,88,70,71,57,56,66,95,94,70,82,5,3,40,40,40,40,40,99,RWF,Prolific Winger,,,28,177,69,Left,C,68,81,77,80,71,70,71,51,71,75,53,61,51,56,40,40,40,40,40,81,84,72,56,54,73,71
Wanderson,Prolific Winger RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,96,88,RWF,25,175,66,81,79,85,2,3,86,89,88,87,82,78,75,81,70,68,48,51,61,92,93,71,81,5,2,40,40,40,40,40,96,RWF,Prolific Winger,,,31,175,71,Left,C,66,71,77,72,68,66,67,66,68,68,46,59,52,60,40,40,40,40,40,84,84,79,60,63,81,68
Xherdan Shaqiri,Hole Player RWF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,93,94,93,RWF,29,169,72,88,84,90,2,3,90,93,89,93,87,88,89,90,63,69,54,59,59,86,94,79,84,4,1,40,40,40,40,40,94,RMF,Hole Player,,,34,169,72,Left,A,77,84,83,83,79,84,76,58,85,88,50,63,53,53,40,40,40,40,40,77,83,91,62,73,90,76
Alexey Miranchuk,Classic No. 10 AMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,91,95,AMF,25,182,74,90,82,93,1,3,91,95,92,87,91,89,88,87,80,86,66,65,77,93,86,84,88,5,2,40,40,40,40,40,91,AMF,Classic No. 10,,,30,183,72,Left,C,63,74,74,71,73,70,66,64,70,67,53,56,51,59,40,40,40,40,40,71,73,74,59,60,69,69
Alexey Miranchuk,Creative Playmaker AMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,92,88,AMF,25,183,72,81,80,87,2,3,86,86,84,82,87,82,85,80,74,71,66,61,72,88,86,79,82,5,2,40,40,40,40,40,92,AMF,Creative Playmaker,,,30,182,74,Right,A,71,76,74,72,72,70,64,60,69,72,52,60,56,60,40,40,40,40,40,69,70,70,60,63,69,66
Bruno Fernandes,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,96,93,AMF,26,179,,82,85,88,2,2,85,89,83,72,93,87,79,82,58,53,64,64,80,82,83,73,88,2,2,40,40,40,40,40,96,AMF,Hole Player,,,31,181,69,Right,D,82,85,82,83,88,87,81,58,79,82,63,73,64,80,40,40,40,40,40,84,83,88,53,73,81,88
C. Baumgartner,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,AMF,21,178,,75,79,77,2,3,91,88,82,69,85,75,72,77,66,82,60,60,75,89,87,74,81,1,0,40,40,40,40,40,93,AMF,Hole Player,,,26,178,68,Right,C,75,91,88,82,85,75,82,66,72,77,58,71,60,75,40,40,40,40,40,80,87,77,82,74,80,81
Christian Eriksen,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,92,94,AMF,27,180,,77,62,80,2,3,90,84,88,75,69,87,80,83,58,58,89,65,58,94,74,79,78,1,1,40,40,40,40,40,92,AMF,Hole Player,,,33,182,76,Right,B,77,90,77,88,90,87,80,58,80,83,61,65,65,58,40,40,40,40,40,70,74,80,58,63,75,78
Dani Olmo,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,95,89,AMF,22,179,,81,75,84,1,3,88,91,87,67,89,77,76,80,56,66,61,57,61,83,87,65,81,1,0,40,40,40,40,40,95,AMF,Hole Player,,,27,179,72,Right,B,81,88,87,87,86,77,84,56,76,80,59,75,57,61,40,40,40,40,40,84,87,84,66,65,85,81
Daniel Wass,Box-to-Box AMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,89,91,AMF,30,181,74,77,81,95,2,3,90,88,87,72,91,90,90,88,74,68,79,77,73,85,83,76,94,5,2,40,40,40,40,40,89,CMF,Box-to-Box,,,36,181,74,Right,C,60,69,66,67,72,73,61,58,70,74,66,68,66,69,40,40,40,40,40,64,60,75,63,67,68,74
David Silva,Creative Playmaker AMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,98,95,AMF,33,173,67,92,81,78,1,2,98,96,95,99,99,90,84,88,67,75,66,64,67,75,78,69,84,6,2,40,40,40,40,40,98,AMF,Creative Playmaker,,,39,173,67,Left,C,77,84,79,84,83,76,68,56,71,75,54,64,51,52,40,40,40,40,40,64,70,71,61,57,80,63
David Silva,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,93,92,AMF,33,173,,83,64,77,0,1,90,81,90,86,67,82,77,81,61,67,90,56,57,97,76,75,69,2,0,40,40,40,40,40,93,AMF,Hole Player,,,39,173,67,Left,B,83,90,86,90,92,82,77,61,77,81,59,70,56,57,40,40,40,40,40,70,76,77,67,62,86,69
Deco,Orchestrator AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,AMF,28,174,,75,83,80,1,2,85,89,85,67,90,81,78,75,56,58,63,61,65,76,78,60,75,2,1,40,40,40,40,40,86,CMF,Orchestrator,,,29,174,73,Right,C,75,85,82,85,88,81,74,56,78,75,61,61,61,65,40,40,40,40,40,70,78,80,58,60,80,75
Dele Alli,Hole Player AMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,89,96,AMF,23,188,76,92,87,87,2,2,94,92,98,84,93,86,78,83,91,78,78,78,94,84,83,81,98,5,2,40,40,40,40,40,89,AMF,Hole Player,,,29,188,76,Right,C,64,73,69,74,71,69,65,67,51,58,49,60,51,62,40,40,40,40,40,67,64,69,67,62,61,65
