player_name,archetype,data_origin,pes_public_base_ovr,ef_public_base_ovr,pes_screenshot_ovr,pes_screenshot_position,pes_age,pes_height_cm,pes_weight_kg,pes_offensive_awareness,pes_finishing,pes_kicking_power,pes_weak_foot_usage,pes_weak_foot_accuracy,pes_ball_control,pes_dribbling,pes_tight_possession,pes_balance,pes_low_pass,pes_lofted_pass,pes_place_kicking,pes_curl,pes_heading,pes_jump,pes_defensive_awareness,pes_ball_winning,pes_aggression,pes_speed,pes_acceleration,pes_physical_contact,pes_stamina,pes_form,pes_injury_resistance,pes_gk_awareness,pes_gk_catching,pes_gk_clearing,pes_gk_reflexes,pes_gk_reach,ef_screenshot_ovr,ef_screenshot_position,ef_playing_style,ef_booster_1,ef_booster_2,ef_age,ef_height_cm,ef_weight_kg,ef_foot,ef_condition,ef_offensive_awareness,ef_ball_control,ef_dribbling,ef_tight_possession,ef_low_pass,ef_lofted_pass,ef_finishing,ef_heading,ef_place_kicking,ef_curl,ef_defensive_awareness,ef_defensive_engagement,ef_tackling,ef_aggression,ef_goalkeeping,ef_gk_catching,ef_gk_parrying,ef_gk_reflexes,ef_gk_reach,ef_speed,ef_acceleration,ef_kicking_power,ef_jump,ef_physical,ef_balance,ef_stamina
Ansu Fati,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,LWF,18,178,,81,87,76,1,2,87,90,84,64,81,72,68,78,64,68,51,53,59,91,90,59,74,1,0,40,40,40,40,40,94,LWF,Prolific Winger,,,23,178,66,Right,B,81,87,86,84,76,72,84,64,68,78,49,70,53,59,40,40,40,40,40,86,90,76,68,59,83,74
Bruno Henrique,Box To Box LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,LWF,30,184,,76,87,83,2,1,81,88,77,77,79,79,78,77,76,71,49,82,86,99,76,83,87,2,2,40,40,40,40,40,93,DMF,Box To Box,,,36,180,75,Right,B,76,81,74,77,85,79,75,76,78,77,81,82,82,86,40,40,40,40,40,74,76,83,71,83,71,87
Callum Hudson-Odoi,Hole Player LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,LWF,20,182,,78,74,82,1,2,87,90,83,70,74,76,67,81,57,67,57,57,63,95,89,68,84,2,0,40,40,40,40,40,93,RMF,Hole Player,,,25,178,76,Right,B,78,87,88,83,75,76,81,57,67,81,55,60,57,63,40,40,40,40,40,88,89,82,67,68,85,84
Christian Pulisic,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,96,89,LWF,22,172,,81,78,86,3,2,87,93,87,69,79,78,75,78,55,68,55,52,59,92,89,73,83,1,0,40,40,40,40,40,96,RWF,Prolific Winger,,,27,178,73,Right,A,81,87,88,87,85,78,80,55,75,78,49,58,52,59,40,40,40,40,40,89,89,86,68,73,85,83
Cristiano Ronaldo,Goal Poacher LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",96,96,96,LWF,35,187,,92,96,92,2,3,84,91,83,89,85,74,71,76,86,90,52,46,54,87,76,74,71,1,2,40,40,40,40,40,96,CF,Goal Poacher,,,40,187,84,Right,B,92,84,78,83,74,74,87,86,71,76,46,48,46,54,40,40,40,40,40,77,76,92,90,74,67,71
Dimitri Payet,Creative Playmaker LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,92,92,LWF,32,175,,85,52,85,2,3,92,82,88,74,79,83,85,84,57,54,90,47,49,91,71,82,69,1,0,40,40,40,40,40,92,AMF,Creative Playmaker,,,38,175,77,Right,B,85,92,82,88,91,83,78,57,85,84,48,55,47,49,40,40,40,40,40,66,71,85,54,70,74,69
Diogo Jota,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,96,89,LWF,24,178,,87,84,83,2,3,84,89,86,75,77,71,66,76,86,83,55,50,80,91,88,73,83,1,0,40,40,40,40,40,96,LWF,Prolific Winger,,,29,178,70,Right,B,87,84,87,86,74,71,85,86,66,76,51,57,50,80,40,40,40,40,40,83,88,83,83,73,89,83
Eden Hazard,Classic No. 10 LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",95,87,95,LWF,28,173,,76,54,80,2,3,82,87,83,84,72,76,70,76,57,57,98,46,48,88,82,91,75,2,1,40,40,40,40,40,87,AMF,Classic No. 10,,,25,173,76,Right,C,76,82,82,83,79,76,80,57,70,76,46,49,46,48,40,40,40,40,40,79,82,80,57,72,84,75
Goncalo Guedes,Hole Player LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,LWF,24,179,,82,83,84,2,2,87,92,84,74,82,77,70,76,69,61,58,50,62,92,89,73,85,1,1,40,40,40,40,40,93,LMF,Hole Player,,,29,179,68,Right,A,82,87,89,84,69,77,80,69,70,76,49,56,50,62,40,40,40,40,40,90,89,84,61,73,84,85
Hirving Lozano,Hole Player LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,LWF,24,177,,79,56,75,2,2,80,85,77,81,69,79,66,72,68,68,90,50,62,82,94,91,78,1,1,40,40,40,40,40,93,LMF,Hole Player,,,30,175,70,Right,B,79,80,89,77,72,79,79,68,66,72,55,67,50,62,40,40,40,40,40,95,94,75,68,65,81,78
Jack Grealish,Creative Playmaker LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,LWF,24,175,,85,58,78,1,2,90,77,88,85,71,80,70,78,60,61,89,52,60,91,84,84,80,2,1,40,40,40,40,40,94,LWF,Creative Playmaker,,,30,180,68,Right,B,85,90,90,88,85,80,78,60,70,78,52,64,52,60,40,40,40,40,40,77,84,78,61,68,85,80
Leon Bailey,Hole Player LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,LWF,23,178,,81,79,82,1,2,84,90,80,74,76,73,76,78,61,69,50,56,62,93,90,65,79,1,0,40,40,40,40,40,93,RMF,Hole Player,,,28,178,77,Left,A,81,84,88,80,84,73,74,61,76,78,56,59,56,62,40,40,40,40,40,91,90,82,69,65,84,79
Lorenzo Insigne,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,89,92,LWF,29,163,,78,79,74,1,1,87,93,82,61,87,80,78,81,57,60,60,49,62,92,83,56,78,2,2,40,40,40,40,40,89,LWF,Prolific Winger,,,34,163,59,Right,B,78,87,83,82,78,80,77,57,78,81,52,68,49,62,40,40,40,40,40,80,83,74,60,56,82,78
Neymar Jr,Winger dribbler LWF,paired from user-provided screenshots; public URLs found via web,94,86,98,LWF,27,175,68,93,94,84,3,4,98,99,96,96,91,88,95,92,70,71,52,54,63,94,96,67,86,6,1,40,40,40,40,40,107.37,LWF,Prolific Winger,Natural Born +4,Striker's Instinct +,23,175,68,Right,B,85,104,103,99,85,82,88,47,85,88,43,47,45,46,41,41,41,41,41,95,96,84,51,70,97,81
Philippe Coutinho,Classic No. 10 LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,86,92,LWF,27,172,,76,53,80,1,2,84,80,86,87,66,77,80,85,54,63,94,49,52,91,78,83,72,1,1,40,40,40,40,40,86,AMF,Classic No. 10,,,33,172,68,Right,B,76,84,87,86,79,77,72,54,80,85,47,68,49,52,40,40,40,40,40,74,78,80,63,61,87,72
Rafa Silva,Hole Player LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,LWF,26,170,,84,53,85,2,2,87,78,88,85,66,75,60,78,53,60,88,55,55,78,89,97,84,2,2,40,40,40,40,40,94,AMF,Hole Player,,,32,172,66,Right,B,84,87,88,88,84,75,81,53,60,78,57,60,55,55,40,40,40,40,40,88,89,85,60,69,85,84
Raheem Sterling,Creative Playmaker LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",95,94,95,LWF,25,170,,88,61,80,1,2,86,86,82,93,69,75,67,70,58,73,95,53,57,87,95,97,81,1,1,40,40,40,40,40,94,AMF,Creative Playmaker,,,31,170,69,Right,B,88,86,88,82,79,75,83,58,67,70,49,61,53,57,40,40,40,40,40,93,95,80,73,67,93,81
Richarlison,Fox In The Box LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,94,93,LWF,23,179,,83,89,82,2,3,84,91,82,89,76,68,65,67,77,85,58,53,61,92,83,77,81,1,1,40,40,40,40,40,94,CF,Fox In The Box,,,28,179,71,Right,B,83,84,85,82,70,68,84,77,65,67,50,84,53,61,40,40,40,40,40,85,83,82,85,77,77,81
Sadio Mane,Prolific winger LWF / finisher,paired from user-provided screenshots; public URLs found via web,90,84,95,LWF,28,175,69,91,89,84,2,3,92,93,94,88,79,76,71,75,79,84,53,59,86,98,97,74,89,7,2,40,40,40,40,40,104.93,LWF,Prolific Winger,Shooting +3,Striker's Instinct +,33,174,69,Right,B,94,95,95,93,80,75,87,68,72,67,49,59,52,66,41,41,41,41,41,91,95,91,70,78,92,82
Shinji Kagawa,Classic No. 10 LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,90,91,LWF,23,175,,79,85,79,1,3,86,91,85,65,84,81,79,81,61,64,64,61,63,85,79,67,72,1,0,40,40,40,40,40,90,AMF,Classic No. 10,,,36,175,68,Right,B,79,86,82,85,87,81,75,61,79,81,62,60,61,63,40,40,40,40,40,71,79,79,64,67,84,72
Son Heung-Min,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,95,94,LWF,27,183,,84,52,87,3,3,85,89,84,79,70,70,72,83,64,75,92,59,63,84,87,92,79,1,1,40,40,40,40,40,95,LWF,Prolific Winger,,,33,183,79,Right,C,84,85,87,84,85,70,83,64,72,83,55,60,59,63,40,40,40,40,40,88,87,87,75,65,79,79
Steven Bergwijn,Roaming Flank LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,LWF,22,171,,78,60,80,1,1,80,81,78,86,88,73,62,74,60,65,89,49,56,77,89,91,78,1,1,40,40,40,40,40,93,LWF,Roaming Flank,,,28,171,74,Right,B,78,80,93,78,72,73,80,60,62,74,50,57,49,56,40,40,40,40,40,91,89,80,65,74,86,78
Vinicius Junior,Roaming flank LWF / dribbler,paired from user-provided screenshots; public URLs found via web,81,89,97,LWF,20,176,73,93,77,84,1,2,97,99,99,95,90,84,80,86,74,72,59,62,79,99,99,73,93,4,2,40,40,40,40,40,103.05,LWF,Roaming Flank,,Striker's Instinct +,25,176,73,Right,B,87,96,99,92,76,72,82,51,67,77,45,66,47,52,41,41,41,41,41,97,100,80,62,62,86,86
Wilfried Zaha,Prolific Winger LWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,92,89,LWF,28,180,,75,83,75,1,2,81,93,85,75,80,73,60,65,59,64,53,46,54,92,91,71,76,1,0,40,40,40,40,40,92,LWF,Prolific Winger,,,33,180,66,Right,B,75,81,92,85,70,73,78,59,60,65,46,56,46,54,40,40,40,40,40,90,91,75,64,71,81,76
Bernardo Silva,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,95,94,RWF,25,173,,81,57,81,1,1,87,84,91,90,64,80,64,80,62,60,97,68,75,90,87,84,86,2,1,40,40,40,40,40,95,AMF,Creative Playmaker,,,31,173,64,Left,B,81,87,88,91,84,80,78,62,64,80,62,69,68,75,40,40,40,40,40,84,87,81,60,69,90,86
Dejan Kulusevski,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,94,88,RWF,20,186,,79,82,78,1,3,87,87,87,82,83,79,67,83,64,64,54,58,71,89,82,77,82,1,2,40,40,40,40,40,94,AMF,Hole Player,,,25,186,79,Left,B,79,87,89,87,84,79,81,64,67,83,58,66,58,71,40,40,40,40,40,81,82,78,64,77,78,82
Diogo Costa,Offensive Goalkeeper RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,29,172,,40,57,77,1,1,55,73,45,52,69,67,55,46,44,69,94,47,45,84,58,89,59,1,1,89,84,85,91,88,94,GK,Offensive Goalkeeper,,,26,186,80,Right,B,40,55,41,45,62,67,40,44,55,46,49,60,47,45,89,84,85,91,88,56,58,77,69,66,52,59
Domenico Berardi,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,RWF,26,183,,80,85,87,1,2,85,87,87,72,89,73,74,79,57,57,53,52,67,85,86,71,81,2,0,40,40,40,40,40,93,RWF,Prolific Winger,,,31,183,72,Left,B,80,85,87,87,72,73,79,57,74,79,51,56,52,67,40,40,40,40,40,88,86,87,57,71,84,81
F. Bernardeschi,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,RWF,26,183,,80,79,86,1,1,85,91,82,79,85,84,82,83,62,63,63,60,70,88,83,70,80,1,1,40,40,40,40,40,93,RMF,Hole Player,,,31,185,77,Left,B,80,85,90,82,80,84,75,62,82,83,63,67,60,70,40,40,40,40,40,84,83,86,63,70,77,80
Federico Chiesa,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,23,180,,85,81,84,3,2,83,88,79,76,81,73,61,73,66,65,58,54,63,89,93,68,81,2,0,40,40,40,40,40,94,CF,Goal Poacher,,,28,175,70,Right,B,85,83,89,79,75,73,87,66,61,73,53,74,54,63,40,40,40,40,40,83,93,84,65,68,80,81
Felix Torres,Destroyer RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,90,90,RWF,20,184,,57,79,72,1,1,69,93,62,73,82,69,58,59,82,86,59,86,83,91,69,86,83,1,1,40,40,40,40,40,90,CB,Destroyer,,,28,187,78,Right,A,57,69,62,62,69,69,54,82,58,59,84,82,86,83,40,40,40,40,40,72,69,72,86,86,66,83
Ferran Torres,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,RWF,20,184,,87,79,84,2,2,83,93,82,73,82,78,75,76,69,70,59,55,55,91,91,70,80,1,1,40,40,40,40,40,95,CF,Goal Poacher,,,25,184,77,Right,B,87,83,86,82,75,78,85,69,75,76,48,57,55,55,40,40,40,40,40,87,91,84,70,70,82,80
Gareth Bale,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,88,92,RWF,31,185,,71,86,81,1,2,81,92,80,82,84,68,77,79,68,75,55,50,53,95,82,80,75,0,0,40,40,40,40,40,88,RWF,Prolific Winger,,,28,185,82,Left,C,71,81,85,80,70,68,82,68,77,79,49,50,50,53,40,40,40,40,40,83,82,81,75,80,77,75
Hakim Ziyech,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,92,91,RWF,27,181,,80,80,83,1,1,86,87,82,74,87,90,81,90,57,60,67,47,72,83,84,64,81,1,2,40,40,40,40,40,92,RWF,Creative Playmaker,,,32,181,65,Left,B,80,86,84,82,85,90,75,57,81,90,47,57,47,72,40,40,40,40,40,80,84,83,60,64,75,81
Inaki Williams,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,RWF,25,186,,85,55,80,2,1,78,88,72,74,87,69,59,67,69,81,89,54,66,80,93,95,84,1,2,40,40,40,40,40,94,RWF,Prolific Winger,,,31,186,79,Right,B,85,78,86,72,70,69,80,69,59,67,52,68,54,66,40,40,40,40,40,96,93,80,81,80,74,84
Ismaila Sarr,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,92,88,RWF,21,185,,80,56,83,1,2,85,82,79,79,75,69,60,72,75,72,88,49,61,78,91,95,79,1,1,40,40,40,40,40,92,AMF,Hole Player,,,27,185,76,Right,D,80,85,84,79,81,69,83,75,60,72,51,61,49,61,40,40,40,40,40,90,91,83,72,74,79,79
Jadon Sancho,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,RWF,20,180,,79,81,83,0,1,87,97,85,66,90,74,67,80,58,61,55,55,61,94,89,65,84,0,1,40,40,40,40,40,94,LWF,Prolific Winger,,,25,180,76,Right,B,79,87,88,85,77,74,80,58,67,80,55,60,55,61,40,40,40,40,40,87,89,83,61,65,85,84
Kingsley Coman,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,RWF,24,180,,78,82,80,2,2,86,92,83,68,79,69,63,79,60,78,59,74,79,96,90,68,80,1,0,40,40,40,40,40,94,LWF,Prolific Winger,,,29,179,75,Right,B,78,86,88,83,70,69,79,60,63,79,58,72,74,79,40,40,40,40,40,90,90,80,78,68,88,80
Lionel Messi,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",97,97,97,RWF,33,170,,85,97,79,0,2,94,99,97,72,92,84,89,91,57,55,47,51,55,83,84,57,73,2,1,40,40,40,40,40,97,RWF,Creative Playmaker,,,38,170,72,Left,C,85,94,94,97,91,84,92,57,89,91,48,53,51,55,40,40,40,40,40,70,84,79,55,57,93,73
Luis Figo,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,88,90,RWF,33,180,,73,84,80,1,2,83,93,86,78,85,84,90,88,61,62,59,51,57,76,82,71,79,2,1,40,40,40,40,40,88,RWF,Prolific Winger,,,28,180,75,Right,C,73,83,88,86,80,84,75,61,90,88,55,61,51,57,40,40,40,40,40,74,82,80,62,71,73,79
Matteo Politano,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,RWF,27,171,,82,82,84,1,2,88,90,85,65,82,74,75,79,61,61,52,55,66,87,90,71,82,2,1,40,40,40,40,40,94,RWF,Prolific Winger,,,32,171,67,Left,B,82,88,88,85,72,74,78,61,75,79,54,60,55,66,40,40,40,40,40,87,90,84,61,71,86,82
Mohamed Salah,Goal Poacher RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,97,94,RWF,28,175,,90,89,76,1,1,91,91,85,73,84,76,68,81,61,61,54,48,61,96,91,72,84,2,1,40,40,40,40,40,97,CF,Goal Poacher,,,33,175,71,Left,B,90,91,85,85,76,76,91,61,68,81,45,58,48,61,40,40,40,40,40,90,91,76,61,72,90,84
Pablo Sarabia,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,RWF,28,174,,80,84,75,2,1,86,92,84,75,86,82,76,81,66,62,70,61,64,87,82,65,74,1,1,40,40,40,40,40,93,RWF,Prolific Winger,,,33,174,70,Left,B,80,86,89,84,80,82,83,66,76,81,62,67,61,64,40,40,40,40,40,81,82,75,62,65,83,74
Raphinha,Hole player wide creator RWF,paired from user-provided screenshots; public URLs found via web,81,88,90,RWF,24,176,68,82,79,86,2,2,87,88,90,86,82,81,80,84,67,73,56,58,77,93,93,72,87,5,2,40,40,40,40,40,104.77,LMF,Hole Player,Off the Ball +2,Off the Ball +1,29,176,68,Left,D,88,90,92,90,88,82,85,60,80,82,52,73,54,73,41,41,41,41,41,99,95,93,63,75,81,94
Riccardo Orsolini,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,RWF,22,183,,79,56,87,1,2,87,76,86,85,71,78,75,78,68,72,88,61,68,81,87,92,81,1,2,40,40,40,40,40,94,RMF,Hole Player,,,28,183,83,Left,B,79,87,87,86,75,78,82,68,75,78,59,64,61,68,40,40,40,40,40,88,87,87,72,83,85,81
Riyad Mahrez,Prolific Winger RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,89,93,RWF,29,179,,77,86,74,0,2,88,98,87,69,86,82,73,81,56,59,58,48,51,88,81,61,72,2,2,40,40,40,40,40,89,RWF,Prolific Winger,,,34,179,67,Left,C,77,88,86,87,76,82,77,56,73,81,46,56,48,51,40,40,40,40,40,76,81,74,59,61,83,72
Samuel Chukwueze,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,RWF,20,172,,79,57,80,0,0,84,79,83,82,72,78,61,73,62,67,96,52,56,77,97,91,75,1,2,40,40,40,40,40,93,RMF,Hole Player,,,26,172,70,Left,B,79,84,91,83,71,78,80,62,61,73,50,55,52,56,40,40,40,40,40,93,97,80,67,65,82,75
Serge Gnabry,Creative Playmaker RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,RWF,25,176,,82,83,85,2,3,86,92,86,79,85,78,76,83,64,63,53,57,62,90,87,66,84,0,0,40,40,40,40,40,94,AMF,Creative Playmaker,,,30,176,77,Right,A,82,86,88,86,81,78,80,64,76,83,55,62,57,62,40,40,40,40,40,84,87,85,63,66,84,84
Steven Berghuis,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,RWF,29,182,,80,86,79,0,1,82,90,82,79,85,88,79,83,65,68,58,62,65,84,83,69,81,2,2,40,40,40,40,40,93,RMF,Hole Player,,,34,182,75,Left,B,80,82,83,82,82,88,79,65,79,83,55,63,62,65,40,40,40,40,40,82,83,79,68,69,76,81
Xherdan Shaqiri,Hole Player RWF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,90,87,RWF,29,169,,77,80,91,1,2,84,89,83,75,83,84,85,88,58,62,50,53,53,82,83,73,76,1,0,40,40,40,40,40,90,RMF,Hole Player,,,34,169,72,Left,B,77,84,83,83,79,84,76,58,85,88,50,63,53,53,40,40,40,40,40,77,83,91,62,73,90,76
Bruno Fernandes,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,96,93,AMF,26,179,,82,85,88,2,2,85,89,83,72,93,87,79,82,58,53,64,64,80,82,83,73,88,2,2,40,40,40,40,40,96,AMF,Hole Player,,,31,181,69,Right,D,82,85,82,83,88,87,81,58,79,82,63,73,64,80,40,40,40,40,40,84,83,88,53,73,81,88
C. Baumgartner,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,AMF,21,178,,75,79,77,2,3,91,88,82,69,85,75,72,77,66,82,60,60,75,89,87,74,81,1,0,40,40,40,40,40,93,AMF,Hole Player,,,26,178,68,Right,C,75,91,88,82,85,75,82,66,72,77,58,71,60,75,40,40,40,40,40,80,87,77,82,74,80,81
Christian Eriksen,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,92,94,AMF,27,180,,77,62,80,2,3,90,84,88,75,69,87,80,83,58,58,89,65,58,94,74,79,78,1,1,40,40,40,40,40,92,AMF,Hole Player,,,33,182,76,Right,B,77,90,77,88,90,87,80,58,80,83,61,65,65,58,40,40,40,40,40,70,74,80,58,63,75,78
Dani Olmo,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,95,89,AMF,22,179,,81,75,84,1,3,88,91,87,67,89,77,76,80,56,66,61,57,61,83,87,65,81,1,0,40,40,40,40,40,95,AMF,Hole Player,,,27,179,72,Right,B,81,88,87,87,86,77,84,56,76,80,59,75,57,61,40,40,40,40,40,84,87,84,66,65,85,81
David Silva,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,93,92,AMF,33,173,,83,64,77,0,1,90,81,90,86,67,82,77,81,61,67,90,56,57,97,76,75,69,2,0,40,40,40,40,40,93,AMF,Hole Player,,,39,173,67,Left,B,83,90,86,90,92,82,77,61,77,81,59,70,56,57,40,40,40,40,40,70,76,77,67,62,86,69
Deco,Orchestrator AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,AMF,28,174,,75,83,80,1,2,85,89,85,67,90,81,78,75,56,58,63,61,65,76,78,60,75,2,1,40,40,40,40,40,86,CMF,Orchestrator,,,29,174,73,Right,C,75,85,82,85,88,81,74,56,78,75,61,61,61,65,40,40,40,40,40,70,78,80,58,60,80,75
G. de Arrascaeta,Creative Playmaker AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,AMF,26,172,,84,85,81,2,2,86,89,85,73,89,80,80,82,61,69,55,58,65,83,82,70,76,2,1,40,40,40,40,40,93,AMF,Creative Playmaker,,,31,172,70,Right,C,84,86,83,85,84,80,81,61,80,82,54,70,58,65,40,40,40,40,40,78,82,81,69,70,86,76
Henrikh Mkhitaryan,Box To Box AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,AMF,31,177,,79,82,86,2,2,88,86,85,70,87,87,72,81,68,67,63,66,70,81,83,74,87,1,1,40,40,40,40,40,93,CMF,Box To Box,,,36,177,75,Right,B,79,88,81,85,85,87,74,68,72,81,66,70,66,70,40,40,40,40,40,81,83,86,67,74,82,87
Isco,Creative Playmaker AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,AMF,28,176,,81,81,83,2,2,90,94,91,66,88,85,78,82,54,57,53,58,55,78,84,68,81,2,0,40,40,40,40,40,95,AMF,Creative Playmaker,,,33,176,79,Right,B,81,90,89,91,87,85,81,54,78,82,51,57,58,55,40,40,40,40,40,78,84,83,57,68,90,81
James Maddison,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,AMF,24,175,,80,78,83,2,3,87,86,88,70,87,85,86,86,57,58,65,65,74,84,82,70,86,2,0,40,40,40,40,40,93,CMF,Hole Player,,,29,175,73,Right,B,80,87,85,88,87,85,80,57,86,86,57,68,65,74,40,40,40,40,40,79,82,83,58,70,86,86
Kai Havertz,Deep-Lying Forward AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,95,91,AMF,21,188,,86,85,81,1,2,84,89,82,83,87,74,66,83,87,85,61,62,69,92,80,75,83,2,1,40,40,40,40,40,95,CF,Deep-Lying Forward,,,26,193,84,Left,D,86,84,82,82,82,74,84,87,66,83,59,66,62,69,40,40,40,40,40,83,80,81,85,75,70,83
